timestamp,x,y,z
2025-09-16T14:13:40,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:41,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:42,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:43,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:44,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:45,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:46,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:47,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:48,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:49,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:50,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:51,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:52,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:53,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:54,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:55,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:56,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:57,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:58,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:13:59,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:00,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:01,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:03,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:04,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:05,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:06,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:07,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:08,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:09,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:10,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:11,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:12,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:13,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:14,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:15,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:16,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:17,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:18,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:19,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:20,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:21,-0.44207763671875,0.3365020751953125,-1.1291961669921875
2025-09-16T14:14:22,-0.44207763671875,0.3365020751953125,-1.1291961669921875
