time,value
2025-09-16T01:43:27.178623497Z,-0.652587890625
2025-09-16T01:43:28.188809748Z,-0.67730712890625
2025-09-16T01:43:29.178731094Z,-0.6496124267578125
2025-09-16T01:43:30.151749194Z,-0.672027587890625
2025-09-16T01:43:31.171809671Z,-0.6826171875
2025-09-16T01:43:32.182667512Z,-0.659454345703125
2025-09-16T01:43:33.161701535Z,-0.6514739990234375
2025-09-16T01:43:34.221769494Z,-0.661956787109375
2025-09-16T01:43:35.149735654Z,-0.675994873046875
2025-09-16T01:43:36.165957174Z,-0.675994873046875
2025-09-16T01:43:37.158802124Z,-0.6722564697265625
2025-09-16T01:43:38.171795343Z,-0.6567230224609375
2025-09-16T01:43:39.171896079Z,-0.6866912841796875
2025-09-16T01:43:40.191900899Z,-0.66375732421875
2025-09-16T01:43:41.181751097Z,-0.66387939453125
2025-09-16T01:43:42.191658941Z,-0.670562744140625
2025-09-16T01:43:43.19386773Z,-0.6651458740234375
2025-09-16T01:43:44.192516661Z,-0.6651458740234375
2025-09-16T01:43:45.192695018Z,-0.6689300537109375
2025-09-16T01:43:46.192098821Z,-0.6662139892578125
2025-09-16T01:43:47.174676046Z,-0.6662139892578125
2025-09-16T01:43:48.181763013Z,-0.6702117919921875
2025-09-16T01:43:49.177712278Z,-0.67218017578125
2025-09-16T01:43:50.202524196Z,-0.6599273681640625
2025-09-16T01:43:51.190150998Z,-0.673675537109375
2025-09-16T01:43:52.189799092Z,-0.6692657470703125
2025-09-16T01:43:53.21272162Z,-0.6626434326171875
2025-09-16T01:43:54.211653007Z,-0.6633453369140625
2025-09-16T01:43:55.212657966Z,-0.6764373779296875
2025-09-16T01:43:56.202732044Z,-0.6756439208984375
2025-09-16T01:43:57.203260966Z,-0.680755615234375
2025-09-16T01:43:58.212607669Z,-0.682525634765625
2025-09-16T01:43:59.181646086Z,-0.672119140625
2025-09-16T01:44:00.211458549Z,-0.662261962890625
2025-09-16T01:44:01.211693742Z,-0.67584228515625
2025-09-16T01:44:02.183933218Z,-0.6669158935546875
2025-09-16T01:44:03.188442599Z,-0.2993011474609375
2025-09-16T01:44:04.231995211Z,-0.4941864013671875
2025-09-16T01:44:05.187013624Z,-0.4944915771484375
2025-09-16T01:44:06.211411791Z,-0.4962921142578125
2025-09-16T01:44:07.210193736Z,-0.6085968017578125
2025-09-16T01:44:08.204739288Z,-0.156219482421875
2025-09-16T01:44:09.22055528Z,-0.203155517578125
2025-09-16T01:44:10.219787731Z,-0.243865966796875
2025-09-16T01:44:11.218618704Z,-0.0622406005859375
2025-09-16T01:44:12.220019279Z,-0.284423828125
2025-09-16T01:44:13.220448383Z,-0.2924652099609375
2025-09-16T01:44:14.221281071Z,-0.708770751953125
2025-09-16T01:44:15.225377092Z,-0.6313934326171875
2025-09-16T01:44:16.198108794Z,-0.5637359619140625
2025-09-16T01:44:17.196202217Z,-0.6020355224609375
2025-09-16T01:44:18.19060187Z,-0.6778717041015625
2025-09-16T01:44:19.217337143Z,0.6212615966796875
2025-09-16T01:44:20.19201878Z,1.9262237548828125
2025-09-16T01:44:21.204570782Z,2.1549530029296875
2025-09-16T01:44:22.218503337Z,1.1067047119140625
2025-09-16T01:44:23.21344845Z,0.816192626953125
2025-09-16T01:44:24.206545482Z,-0.2339630126953125
2025-09-16T01:44:25.218437252Z,-1.303497314453125
2025-09-16T01:44:26.396278264Z,-1.758575439453125
2025-09-16T01:44:27.223346073Z,-0.1697235107421875
2025-09-16T01:44:28.232555741Z,-0.2610321044921875
2025-09-16T01:44:29.206566562Z,-0.233245849609375
2025-09-16T01:44:30.223632642Z,-0.29364013671875
2025-09-16T01:44:31.223415044Z,-0.3662872314453125
2025-09-16T01:44:32.196380814Z,-0.3740081787109375
2025-09-16T01:44:33.212670357Z,-0.3769073486328125
2025-09-16T01:44:34.237121572Z,-0.69073486328125
2025-09-16T01:44:35.217262767Z,0.170562744140625
2025-09-16T01:44:36.200391003Z,0.6327362060546875
2025-09-16T01:44:37.235525588Z,-0.5066375732421875
2025-09-16T01:44:38.219203124Z,-0.81939697265625
2025-09-16T01:44:39.218032148Z,-0.4698486328125
2025-09-16T01:44:40.210241616Z,0.674591064453125
2025-09-16T01:44:41.2010483Z,0.67742919921875
2025-09-16T01:44:42.235830167Z,0.6880950927734375
2025-09-16T01:44:43.241747902Z,0.701019287109375
2025-09-16T01:44:44.427154563Z,-0.901947021484375
2025-09-16T01:44:45.267143301Z,-0.2391815185546875
2025-09-16T01:44:46.233278716Z,0.378173828125
2025-09-16T01:44:47.243401598Z,0.4371795654296875
2025-09-16T01:44:48.235578455Z,0.4226837158203125
2025-09-16T01:44:49.674224313Z,0.45306396484375
2025-09-16T01:44:50.252747219Z,-0.9790496826171875
2025-09-16T01:44:51.264508898Z,-0.931060791015625
2025-09-16T01:44:52.234384081Z,-0.9235076904296875
