time,value
2025-09-16T01:43:27.178623497Z,0.004302978515625
2025-09-16T01:43:28.188809748Z,-0.002471923828125
2025-09-16T01:43:29.178731094Z,0.0010528564453125
2025-09-16T01:43:30.151749194Z,-0.001495361328125
2025-09-16T01:43:31.171809671Z,-0.000579833984375
2025-09-16T01:43:32.182667512Z,0.033721923828125
2025-09-16T01:43:33.161701535Z,-0.0200347900390625
2025-09-16T01:43:34.221769494Z,-0.00177001953125
2025-09-16T01:43:35.149735654Z,-0.0016021728515625
2025-09-16T01:43:36.165957174Z,-0.0016021728515625
2025-09-16T01:43:37.158802124Z,-0.004119873046875
2025-09-16T01:43:38.171795343Z,-0.0195465087890625
2025-09-16T01:43:39.171896079Z,-0.0174407958984375
2025-09-16T01:43:40.191900899Z,-0.0209808349609375
2025-09-16T01:43:41.181751097Z,-0.019256591796875
2025-09-16T01:43:42.191658941Z,-0.019012451171875
2025-09-16T01:43:43.19386773Z,-0.012939453125
2025-09-16T01:43:44.192516661Z,-0.012939453125
2025-09-16T01:43:45.192695018Z,-0.018829345703125
2025-09-16T01:43:46.192098821Z,-0.0230865478515625
2025-09-16T01:43:47.174676046Z,-0.0230865478515625
2025-09-16T01:43:48.181763013Z,-0.017547607421875
2025-09-16T01:43:49.177712278Z,-0.0155029296875
2025-09-16T01:43:50.202524196Z,-0.025909423828125
2025-09-16T01:43:51.190150998Z,-0.0172576904296875
2025-09-16T01:43:52.189799092Z,-0.0254058837890625
2025-09-16T01:43:53.21272162Z,-0.01763916015625
2025-09-16T01:43:54.211653007Z,-0.0189666748046875
2025-09-16T01:43:55.212657966Z,-0.018524169921875
2025-09-16T01:43:56.202732044Z,-0.0127410888671875
2025-09-16T01:43:57.203260966Z,-0.0112457275390625
2025-09-16T01:43:58.212607669Z,-0.0158233642578125
2025-09-16T01:43:59.181646086Z,-0.0118255615234375
2025-09-16T01:44:00.211458549Z,-0.0188751220703125
2025-09-16T01:44:01.211693742Z,-0.021148681640625
2025-09-16T01:44:02.183933218Z,-0.0166473388671875
2025-09-16T01:44:03.188442599Z,0.1765899658203125
2025-09-16T01:44:04.231995211Z,0.0636749267578125
2025-09-16T01:44:05.187013624Z,0.0711517333984375
2025-09-16T01:44:06.211411791Z,0.071807861328125
2025-09-16T01:44:07.210193736Z,-0.201934814453125
2025-09-16T01:44:08.204739288Z,0.0724029541015625
2025-09-16T01:44:09.22055528Z,0.0219879150390625
2025-09-16T01:44:10.219787731Z,0.0604400634765625
2025-09-16T01:44:11.218618704Z,0.027435302734375
2025-09-16T01:44:12.220019279Z,0.0836334228515625
2025-09-16T01:44:13.220448383Z,-0.0688629150390625
2025-09-16T01:44:14.221281071Z,-0.1754913330078125
2025-09-16T01:44:15.225377092Z,-0.2740936279296875
2025-09-16T01:44:16.198108794Z,-0.30511474609375
2025-09-16T01:44:17.196202217Z,-0.337066650390625
2025-09-16T01:44:18.19060187Z,-0.1356201171875
2025-09-16T01:44:19.217337143Z,-0.00628662109375
2025-09-16T01:44:20.19201878Z,-0.133392333984375
2025-09-16T01:44:21.204570782Z,-0.21533203125
2025-09-16T01:44:22.218503337Z,0.0632781982421875
2025-09-16T01:44:23.21344845Z,0.0077972412109375
2025-09-16T01:44:24.206545482Z,-0.0091552734375
2025-09-16T01:44:25.218437252Z,-0.43621826171875
2025-09-16T01:44:26.396278264Z,-0.46417236328125
2025-09-16T01:44:27.223346073Z,-0.0028533935546875
2025-09-16T01:44:28.232555741Z,-0.0316619873046875
2025-09-16T01:44:29.206566562Z,-0.0607147216796875
2025-09-16T01:44:30.223632642Z,-0.06817626953125
2025-09-16T01:44:31.223415044Z,-0.0852203369140625
2025-09-16T01:44:32.196380814Z,-0.0570831298828125
2025-09-16T01:44:33.212670357Z,0.2654571533203125
2025-09-16T01:44:34.237121572Z,0.0929718017578125
2025-09-16T01:44:35.217262767Z,-0.058013916015625
2025-09-16T01:44:36.200391003Z,0.144195556640625
2025-09-16T01:44:37.235525588Z,-0.072784423828125
2025-09-16T01:44:38.219203124Z,0.0413970947265625
2025-09-16T01:44:39.218032148Z,-0.0492095947265625
2025-09-16T01:44:40.210241616Z,-0.08575439453125
2025-09-16T01:44:41.2010483Z,-0.0769195556640625
2025-09-16T01:44:42.235830167Z,-0.0177459716796875
