timestamp,value
2025-09-16T13:12:32,0.06402587890625
2025-09-16T13:15:10,-0.114105224609375
2025-09-16T13:19:41,-0.4816436767578125
2025-09-16T13:19:42,-0.4816436767578125
2025-09-16T13:19:43,-0.4816436767578125
2025-09-16T13:19:44,-0.4816436767578125
2025-09-16T13:19:45,-0.4816436767578125
2025-09-16T13:19:46,-0.4816436767578125
2025-09-16T13:19:47,-0.4816436767578125
2025-09-16T13:19:48,-0.4816436767578125
2025-09-16T13:19:49,-0.4816436767578125
2025-09-16T13:19:50,-0.4816436767578125
2025-09-16T13:19:51,-0.4816436767578125
2025-09-16T13:19:52,-0.4816436767578125
2025-09-16T13:19:53,-0.4816436767578125
2025-09-16T13:19:54,-0.4816436767578125
2025-09-16T13:19:55,-0.4816436767578125
2025-09-16T13:19:56,-0.4816436767578125
2025-09-16T13:19:57,-0.4816436767578125
2025-09-16T13:19:58,-0.4816436767578125
2025-09-16T13:19:59,-0.4816436767578125
2025-09-16T13:20:00,-0.4816436767578125
2025-09-16T13:20:01,-0.4816436767578125
2025-09-16T13:20:02,-0.4816436767578125
2025-09-16T13:20:03,-0.4816436767578125
2025-09-16T13:20:04,-0.4816436767578125
2025-09-16T13:20:05,-0.4816436767578125
2025-09-16T13:20:06,-0.4816436767578125
2025-09-16T13:20:07,-0.4816436767578125
2025-09-16T13:20:08,-0.4816436767578125
2025-09-16T13:20:09,-0.4816436767578125
2025-09-16T13:20:10,-0.4816436767578125
2025-09-16T13:20:11,-0.4816436767578125
2025-09-16T13:20:12,-0.4816436767578125
2025-09-16T13:20:13,-0.4816436767578125
2025-09-16T13:20:14,-0.4816436767578125
2025-09-16T13:20:15,-0.4816436767578125
2025-09-16T13:20:16,-0.4816436767578125
2025-09-16T13:20:17,-0.4816436767578125
2025-09-16T13:20:18,-0.4816436767578125
2025-09-16T13:20:19,-0.4816436767578125
2025-09-16T13:20:20,-0.4816436767578125
2025-09-16T13:20:21,-0.4816436767578125
2025-09-16T13:20:22,-0.4816436767578125
2025-09-16T13:26:53,-0.46221923828125
2025-09-16T13:26:54,-0.46221923828125
2025-09-16T13:26:55,-0.46221923828125
2025-09-16T13:26:56,-0.46221923828125
2025-09-16T13:26:57,-0.46221923828125
2025-09-16T13:26:58,-0.46221923828125
2025-09-16T13:26:59,-0.46221923828125
2025-09-16T13:27:00,-0.46221923828125
2025-09-16T13:27:01,-0.46221923828125
2025-09-16T13:27:02,-0.46221923828125
2025-09-16T13:27:03,-0.46221923828125
2025-09-16T13:27:04,-0.46221923828125
2025-09-16T13:27:05,-0.46221923828125
2025-09-16T13:27:06,-0.46221923828125
2025-09-16T13:27:07,-0.46221923828125
2025-09-16T13:27:08,-0.46221923828125
2025-09-16T13:27:09,-0.46221923828125
2025-09-16T13:27:10,-0.46221923828125
2025-09-16T13:27:11,-0.46221923828125
2025-09-16T13:27:12,-0.46221923828125
